Reservoir_name,Basin,Agency_name,Lat,Long,Date,Year,Month,Full_reservoir_level,Live_capacity_FRL,Storage,Level
DIMBHE DAM,Krishna Basin,CWC,19.0968056,73.7418611,30-01-2025,2025,1,719.15,0.354,0.23728,711.7
DIMBHE DAM,Krishna Basin,CWC,19.0968056,73.7418611,31-01-2025,2025,1,719.15,0.354,0.23572,711.59
DONKARAYI,Godavari Basin,CWC,17.9347222,81.7941667,04-01-2025,2025,1,316.08,0.376,0.3264,314.249
DONKARAYI,Godavari Basin,CWC,17.9347222,81.7941667,05-01-2025,2025,1,316.08,0.376,0.3254,314.218
DONKARAYI,Godavari Basin,CWC,17.9347222,81.7941667,06-01-2025,2025,1,316.08,0.376,0.3264,314.249
DONKARAYI,Godavari Basin,CWC,17.9347222,81.7941667,12-01-2025,2025,1,316.08,0.376,0.3394,314.736
DONKARAYI,Godavari Basin,CWC,17.9347222,81.7941667,13-01-2025,2025,1,316.08,0.376,NA,NA
Damanganga Reservoir,West flowing rivers from Tapi to Tadri Basin,CWC,20.18421909,73.1118834,04-01-2025,2025,1,79.86,0.502,NA,NA
Damanganga Reservoir,West flowing rivers from Tapi to Tadri Basin,CWC,20.18421909,73.1118834,12-01-2025,2025,1,79.86,0.502,NA,NA
Damanganga Reservoir,West flowing rivers from Tapi to Tadri Basin,CWC,20.18421909,73.1118834,29-01-2025,2025,1,79.86,0.502,NA,NA
Dantiwada Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,24.33018862,72.38876378,02-01-2025,2025,1,184.1,0.399,0.13324,175.25
Dantiwada Reservoir,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,24.33018862,72.38876378,14-01-2025,2025,1,184.1,0.399,NA,NA
Dhom,Krishna Basin,CWC,17.97878716,73.7854294,01-01-2025,2025,1,747.7,0.331,0.27987,745.42
Dhom,Krishna Basin,CWC,17.97878716,73.7854294,03-01-2025,2025,1,747.7,0.331,0.27708,745.29
Dhom,Krishna Basin,CWC,17.97878716,73.7854294,04-01-2025,2025,1,747.7,0.331,0.27538,745.21
Dhom,Krishna Basin,CWC,17.97878716,73.7854294,08-01-2025,2025,1,747.7,0.331,0.26925,744.92
Dhom,Krishna Basin,CWC,17.97878716,73.7854294,10-01-2025,2025,1,747.7,0.331,0.26653,744.79
Doyang Hep,Brahamaputra Basin,CWC,26.22664352,94.29556638,02-01-2025,2025,1,333,0.5351,0.267,315.3
Doyang Hep,Brahamaputra Basin,CWC,26.22664352,94.29556638,13-01-2025,2025,1,333,0.5351,0.258,314.5
Doyang Hep,Brahamaputra Basin,CWC,26.22664352,94.29556638,14-01-2025,2025,1,333,0.5351,0.256,314.4
Dudhawa,Mahanadi Basin,CWC,20.3062635,81.7741343,03-01-2025,2025,1,425.1,0.284,NA,NA
GETALSUD,Subernarekha,CWC,23.4333333,85.55,07-01-2025,2025,1,590.06,0.218,0.14732,587.8
GETALSUD,Subernarekha,CWC,23.4333333,85.55,11-01-2025,2025,1,590.06,0.218,NA,NA
Gandhi Sagar,Ganga Basin,CWC,24.52716485,75.56271289,07-01-2025,2025,1,399.9,6.827,NA,NA
Gandhi Sagar,Ganga Basin,CWC,24.52716485,75.56271289,14-01-2025,2025,1,399.9,6.827,NA,NA
Gerusoppa Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,14.25619412,74.70576516,04-01-2025,2025,1,55,0.13,0.11027,51.56
Gerusoppa Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,14.25619412,74.70576516,08-01-2025,2025,1,55,0.13,0.09775,49.19
GhatPrabha\Hidkal Reservoir,Krishna Basin,CWC,16.13146866,74.59531002,04-01-2025,2025,1,662.95,1.391,1.09558,658.846
GhatPrabha\Hidkal Reservoir,Krishna Basin,CWC,16.13146866,74.59531002,29-01-2025,2025,1,662.95,1.391,0.91804,656.052
Girna Reservoir,Tapi Basin,CWC,20.49190037,74.68355397,03-01-2025,2025,1,398.07,0.524,0.4912,397.556
Girna Reservoir,Tapi Basin,CWC,20.49190037,74.68355397,07-01-2025,2025,1,398.07,0.524,0.47523,397.245
Girna Reservoir,Tapi Basin,CWC,20.49190037,74.68355397,29-01-2025,2025,1,398.07,0.524,0.3858,395.377
Gobind Sagar-Bhakra Reservoir,Indus (Up to border) Basin,CWC,31.38855077,76.53720479,03-01-2025,2025,1,512.06,6.229,2.6771,490.42
Gobind Sagar-Bhakra Reservoir,Indus (Up to border) Basin,CWC,31.38855077,76.53720479,07-01-2025,2025,1,512.06,6.229,2.62873,489.99
Gobind Sagar-Bhakra Reservoir,Indus (Up to border) Basin,CWC,31.38855077,76.53720479,08-01-2025,2025,1,512.06,6.229,2.6168,489.88
Gobind Sagar-Bhakra Reservoir,Indus (Up to border) Basin,CWC,31.38855077,76.53720479,11-01-2025,2025,1,512.06,6.229,NA,NA
Gobind Sagar-Bhakra Reservoir,Indus (Up to border) Basin,CWC,31.38855077,76.53720479,13-01-2025,2025,1,512.06,6.229,NA,NA
HARIHARJHOR,Mahanadi Basin,CWC,21.0333333,84.0333333,12-01-2025,2025,1,147.5,0.059,NA,NA
Harangi Reservoir,Cauvery Basin,CWC,12.49243766,75.87487265,06-01-2025,2025,1,871.42,0.22,0.08241,864.148
Harangi Reservoir,Cauvery Basin,CWC,12.49243766,75.87487265,08-01-2025,2025,1,871.42,0.22,0.08295,864.202
Harangi Reservoir,Cauvery Basin,CWC,12.49243766,75.87487265,12-01-2025,2025,1,871.42,0.22,NA,NA
Harangi Reservoir,Cauvery Basin,CWC,12.49243766,75.87487265,29-01-2025,2025,1,871.42,0.22,0.08686,864.608
Harangi Reservoir,Cauvery Basin,CWC,12.49243766,75.87487265,31-01-2025,2025,1,871.42,0.22,0.08706,864.626
Hathmati,Sabarmati Basin,CWC,23.71012116,73.20770095,05-01-2025,2025,1,180.74,0.153,NA,NA
Hathmati,Sabarmati Basin,CWC,23.71012116,73.20770095,07-01-2025,2025,1,180.74,0.153,NA,NA
Hathmati,Sabarmati Basin,CWC,23.71012116,73.20770095,12-01-2025,2025,1,180.74,0.153,NA,NA
Hemavathy Reservoir,Cauvery Basin,CWC,12.82820487,76.00971821,09-01-2025,2025,1,890.63,0.927,0.49906,884.969
Hemavathy Reservoir,Cauvery Basin,CWC,12.82820487,76.00971821,11-01-2025,2025,1,890.63,0.927,NA,NA
Hemavathy Reservoir,Cauvery Basin,CWC,12.82820487,76.00971821,29-01-2025,2025,1,890.63,0.927,0.49789,884.95
Hemavathy Reservoir,Cauvery Basin,CWC,12.82820487,76.00971821,30-01-2025,2025,1,890.63,0.927,0.49617,884.923
Hirakud Reservoir,Mahanadi Basin,CWC,21.63383268,83.80547031,03-01-2025,2025,1,192.02,5.378,NA,NA
Hirakud Reservoir,Mahanadi Basin,CWC,21.63383268,83.80547031,29-01-2025,2025,1,192.02,5.378,NA,NA
Idamalayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.24545527,76.74690313,02-01-2025,2025,1,169,1.018,0.7698,160.349
Idamalayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.24545527,76.74690313,03-01-2025,2025,1,169,1.018,0.76532,160.191
Idamalayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.24545527,76.74690313,04-01-2025,2025,1,169,1.018,0.76112,160.038
Idamalayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.24545527,76.74690313,09-01-2025,2025,1,169,1.018,0.74208,159.359
Idamalayar Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.24545527,76.74690313,10-01-2025,2025,1,169,1.018,NA,NA
Idukki Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.78847361,76.97474677,01-01-2025,2025,1,732.43,1.46,1.04846,724.827
Idukki Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.78847361,76.97474677,08-01-2025,2025,1,732.43,1.46,1.03027,724.436
Indira Sagar,Narmada Basin,CWC,22.19722862,76.65599861,07-01-2025,2025,1,262.13,9.745,NA,NA
Indira Sagar,Narmada Basin,CWC,22.19722862,76.65599861,11-01-2025,2025,1,262.13,9.745,NA,NA
Isapur Reservoir,Godavari Basin,CWC,19.77413873,77.37657599,03-01-2025,2025,1,441,0.965,0.87193,440.015
Isapur Reservoir,Godavari Basin,CWC,19.77413873,77.37657599,07-01-2025,2025,1,441,0.965,0.85696,439.85
Isapur Reservoir,Godavari Basin,CWC,19.77413873,77.37657599,14-01-2025,2025,1,441,0.965,0.82977,439.545
JAISAMAND,Mahi Basin,CWC,24.2416667,73.9527778,05-01-2025,2025,1,295.54,0.296,NA,NA
JAISAMAND,Mahi Basin,CWC,24.2416667,73.9527778,06-01-2025,2025,1,295.54,0.296,NA,NA
JAISAMAND,Mahi Basin,CWC,24.2416667,73.9527778,07-01-2025,2025,1,295.54,0.296,NA,NA
JAISAMAND,Mahi Basin,CWC,24.2416667,73.9527778,12-01-2025,2025,1,295.54,0.296,NA,NA
JAISAMAND,Mahi Basin,CWC,24.2416667,73.9527778,31-01-2025,2025,1,295.54,0.296,NA,NA
JAWAI DAM,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,25.1111111,73.1611111,07-01-2025,2025,1,313.4,0.193,NA,NA
JAWAI DAM,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,25.1111111,73.1611111,10-01-2025,2025,1,313.4,0.193,NA,NA
JAWAI DAM,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,25.1111111,73.1611111,11-01-2025,2025,1,313.4,0.193,NA,NA
Jayakwadi\Nath Sagar,Godavari Basin,CWC,19.52917218,75.24566805,01-01-2025,2025,1,463.91,2.171,NA,NA
Jayakwadi\Nath Sagar,Godavari Basin,CWC,19.52917218,75.24566805,04-01-2025,2025,1,463.91,2.171,NA,NA
Jayakwadi\Nath Sagar,Godavari Basin,CWC,19.52917218,75.24566805,06-01-2025,2025,1,463.91,2.171,NA,NA
Jayakwadi\Nath Sagar,Godavari Basin,CWC,19.52917218,75.24566805,08-01-2025,2025,1,463.91,2.171,NA,NA
Jhakam Reservoir,Mahi Basin,CWC,24.16180454,74.62252237,02-01-2025,2025,1,359.5,0.132,0.08402,354.1
Jhakam Reservoir,Mahi Basin,CWC,24.16180454,74.62252237,04-01-2025,2025,1,359.5,0.132,0.08402,354.1
Jhakam Reservoir,Mahi Basin,CWC,24.16180454,74.62252237,14-01-2025,2025,1,359.5,0.132,NA,NA
Jhakam Reservoir,Mahi Basin,CWC,24.16180454,74.62252237,31-01-2025,2025,1,359.5,0.132,0.05688,350.4
Jirgo Dam,Ganga Basin,CWC,25.0267409,82.9311989,01-01-2025,2025,1,98.2,0.147,0.0467,91.95
Jirgo Dam,Ganga Basin,CWC,25.0267409,82.9311989,02-01-2025,2025,1,98.2,0.147,0.04638,91.92
Jirgo Dam,Ganga Basin,CWC,25.0267409,82.9311989,03-01-2025,2025,1,98.2,0.147,0.04575,91.85
Jirgo Dam,Ganga Basin,CWC,25.0267409,82.9311989,31-01-2025,2025,1,98.2,0.147,0.04165,91.46
KADDAM (K.N.R.),Godavari Basin,CWC,19.11666667,78.78333333,14-01-2025,2025,1,213.36,0.137,NA,NA
KANDALERU,East flowing rivers between Pennar and Kanyakumari Basin,CWC,14.3333333,79.6166667,01-01-2025,2025,1,85,1.792,1.35035,82.704
KHANDONG,Brahmaputra Basin,CWC,25.528424,92.632903,10-01-2025,2025,1,725,0.18,0.11123,720.25
KHANDONG,Brahmaputra Basin,CWC,25.528424,92.632903,14-01-2025,2025,1,725,0.18,0.1069,719.9
Kabini Reservoir,Cauvery Basin,CWC,11.95500864,76.2867207,13-01-2025,2025,1,696.66,0.444,NA,NA
Kabini Reservoir,Cauvery Basin,CWC,11.95500864,76.2867207,29-01-2025,2025,1,696.66,0.444,0.36629,694.804
Kadana Reservoir,Mahi Basin,CWC,23.34196607,73.89320231,04-01-2025,2025,1,127.7,1.472,1.0499,126.32
Kadana Reservoir,Mahi Basin,CWC,23.34196607,73.89320231,09-01-2025,2025,1,127.7,1.472,1.02716,126.09
Kakki Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.30465879,77.16754045,06-01-2025,2025,1,981.46,0.447,0.29988,971.66
Kakki Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.30465879,77.16754045,10-01-2025,2025,1,981.46,0.447,NA,NA
Kakki Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,9.30465879,77.16754045,31-01-2025,2025,1,981.46,0.447,0.28204,970.206
Kallada Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,8.92000098,77.12459672,31-01-2025,2025,1,115.82,0.507,0.41008,112.371
Kangsabati Reservoir,Ganga Basin,CWC,22.97855586,86.72104725,01-01-2025,2025,1,134.14,0.914,0.673,131.19
Kangsabati Reservoir,Ganga Basin,CWC,22.97855586,86.72104725,02-01-2025,2025,1,134.14,0.914,0.673,131.19
Kangsabati Reservoir,Ganga Basin,CWC,22.97855586,86.72104725,05-01-2025,2025,1,134.14,0.914,0.673,131.19
Kangsabati Reservoir,Ganga Basin,CWC,22.97855586,86.72104725,06-01-2025,2025,1,134.14,0.914,0.673,131.19
Kangsabati Reservoir,Ganga Basin,CWC,22.97855586,86.72104725,08-01-2025,2025,1,134.14,0.914,0.673,131.19
Kangsabati Reservoir,Ganga Basin,CWC,22.97855586,86.72104725,09-01-2025,2025,1,134.14,0.914,0.673,131.19
Kangsabati Reservoir,Ganga Basin,CWC,22.97855586,86.72104725,14-01-2025,2025,1,134.14,0.914,NA,NA
Kanher Dam,Krishna Basin,CWC,17.758849,73.872011,02-01-2025,2025,1,690.78,0.272,0.23647,688.8
Kanher Dam,Krishna Basin,CWC,17.758849,73.872011,06-01-2025,2025,1,690.78,0.272,NA,NA
Kanher Dam,Krishna Basin,CWC,17.758849,73.872011,08-01-2025,2025,1,690.78,0.272,NA,NA
Kanher Dam,Krishna Basin,CWC,17.758849,73.872011,14-01-2025,2025,1,690.78,0.272,NA,NA
Kanher Dam,Krishna Basin,CWC,17.758849,73.872011,29-01-2025,2025,1,690.78,0.272,NA,NA
Karjan Reservoir,Narmada Basin,CWC,21.77573622,73.53228855,04-01-2025,2025,1,115.25,0.523,NA,NA
Karjan Reservoir,Narmada Basin,CWC,21.77573622,73.53228855,12-01-2025,2025,1,115.25,0.523,NA,NA
Khadakwasla Reservoir,Krishna Basin,CWC,18.4148564,73.73248902,04-01-2025,2025,1,582.47,0.06,0.02077,579.58
Khadakwasla Reservoir,Krishna Basin,CWC,18.4148564,73.73248902,07-01-2025,2025,1,582.47,0.06,0.02137,579.64
Khadakwasla Reservoir,Krishna Basin,CWC,18.4148564,73.73248902,08-01-2025,2025,1,582.47,0.06,0.02293,579.79
Khadakwasla Reservoir,Krishna Basin,CWC,18.4148564,73.73248902,30-01-2025,2025,1,582.47,0.06,0.03177,580.58
Kol Dam,Indus (Up to border) Basin,CWC,31.383056,76.868917,07-01-2025,2025,1,642,0.089,0.07801,641.28
Kolar,Narmada Basin,CWC,22.95433708,77.29432532,02-01-2025,2025,1,462.2,0.27,0.207,459.17
Kolar,Narmada Basin,CWC,22.95433708,77.29432532,04-01-2025,2025,1,462.2,0.27,NA,NA
Konar Reservoir,Ganga Basin,CWC,23.94457917,85.74669073,04-01-2025,2025,1,425.81,0.176,0.142,423.916
Konar Reservoir,Ganga Basin,CWC,23.94457917,85.74669073,06-01-2025,2025,1,425.81,0.176,0.141,423.824
Konar Reservoir,Ganga Basin,CWC,23.94457917,85.74669073,09-01-2025,2025,1,425.81,0.176,0.139,423.702
Konar Reservoir,Ganga Basin,CWC,23.94457917,85.74669073,10-01-2025,2025,1,425.81,0.176,NA,NA
Koyana/Shivaji Sagar,Krishna Basin,CWC,17.59996426,73.74860196,08-01-2025,2025,1,657.9,2.652,2.49825,656.615
Koyana/Shivaji Sagar,Krishna Basin,CWC,17.59996426,73.74860196,14-01-2025,2025,1,657.9,2.652,NA,NA
Koyana/Shivaji Sagar,Krishna Basin,CWC,17.59996426,73.74860196,29-01-2025,2025,1,657.9,2.652,2.29566,654.736
Krishnaraja Sagar,Cauvery Basin,CWC,12.46102452,76.48916788,01-01-2025,2025,1,752.5,1.163,1.14266,752.341
Krishnaraja Sagar,Cauvery Basin,CWC,12.46102452,76.48916788,05-01-2025,2025,1,752.5,1.163,1.14345,752.347
Krishnaraja Sagar,Cauvery Basin,CWC,12.46102452,76.48916788,06-01-2025,2025,1,752.5,1.163,1.14345,752.347
Krishnaraja Sagar,Cauvery Basin,CWC,12.46102452,76.48916788,08-01-2025,2025,1,752.5,1.163,1.14384,752.35
Linganamakki Reservoir,West flowing rivers from Tadri to Kanyakumari Basin,CWC,14.03563915,74.92879915,02-01-2025,2025,1,554.43,4.294,3.26,550.835
Lower Bhawani \ Bhavanisagar Reservoir,Cauvery Basin,CWC,11.44347832,77.06863102,01-01-2025,2025,1,278.89,0.792,0.7639,278.194
Lower Bhawani \ Bhavanisagar Reservoir,Cauvery Basin,CWC,11.44347832,77.06863102,03-01-2025,2025,1,278.89,0.792,0.75544,278.072
Lower Bhawani \ Bhavanisagar Reservoir,Cauvery Basin,CWC,11.44347832,77.06863102,29-01-2025,2025,1,278.89,0.792,0.68381,277.002
Lower Bhawani \ Bhavanisagar Reservoir,Cauvery Basin,CWC,11.44347832,77.06863102,31-01-2025,2025,1,278.89,0.792,0.68282,276.987
Lower Manair\G.V.Sudhakar Rao Reservoir,Godavari Basin,CWC,18.38429509,79.10782049,01-01-2025,2025,1,280.42,0.621,0.58505,279.913
Lower Manair\G.V.Sudhakar Rao Reservoir,Godavari Basin,CWC,18.38429509,79.10782049,03-01-2025,2025,1,280.42,0.621,0.61943,279.639
Lower Manair\G.V.Sudhakar Rao Reservoir,Godavari Basin,CWC,18.38429509,79.10782049,05-01-2025,2025,1,280.42,0.621,0.59867,279.364
Lower Manair\G.V.Sudhakar Rao Reservoir,Godavari Basin,CWC,18.38429509,79.10782049,06-01-2025,2025,1,280.42,0.621,0.58842,279.227
Lower Manair\G.V.Sudhakar Rao Reservoir,Godavari Basin,CWC,18.38429509,79.10782049,14-01-2025,2025,1,280.42,0.621,NA,NA
MANDIRA DAM,Brahmani and Baitarni Basin,CWC,22.2666667,84.6666667,05-01-2025,2025,1,210.31,0.309,NA,NA
MANDIRA DAM,Brahmani and Baitarni Basin,CWC,22.2666667,84.6666667,12-01-2025,2025,1,210.31,0.309,NA,NA
MANDIRA DAM,Brahmani and Baitarni Basin,CWC,22.2666667,84.6666667,14-01-2025,2025,1,210.31,0.309,NA,NA
MANDIRA DAM,Brahmani and Baitarni Basin,CWC,22.2666667,84.6666667,31-01-2025,2025,1,210.31,0.309,0.2525,210.03
MAUDAHA,Ganga Basin,CWC,25.6,79.7083333,08-01-2025,2025,1,147.8,0.179,0.148,146.81
MAUDAHA,Ganga Basin,CWC,25.6,79.7083333,11-01-2025,2025,1,147.8,0.179,NA,NA
MAUDAHA,Ganga Basin,CWC,25.6,79.7083333,12-01-2025,2025,1,147.8,0.179,NA,NA
MAUDAHA,Ganga Basin,CWC,25.6,79.7083333,13-01-2025,2025,1,147.8,0.179,NA,NA
MEJA,Ganga Basin,CWC,24.8533333,82.3997222,07-01-2025,2025,1,178,0.299,0.23741,175.2
MEJA,Ganga Basin,CWC,24.8533333,82.3997222,13-01-2025,2025,1,178,0.299,NA,NA
MEJA,Ganga Basin,CWC,24.8533333,82.3997222,14-01-2025,2025,1,178,0.299,NA,NA
MUSI PROJECT,Krishna Basin,CWC,17.23333333,79.51972222,01-01-2025,2025,1,196.6,0.123,0.105,195.86
MUSI PROJECT,Krishna Basin,CWC,17.23333333,79.51972222,30-01-2025,2025,1,196.6,0.123,0.087,195.04
Machhu I,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.44546947,70.95697488,05-01-2025,2025,1,135.33,0.071,NA,NA
Machhu I,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.44546947,70.95697488,08-01-2025,2025,1,135.33,0.071,NA,NA
Machhu I,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.44546947,70.95697488,11-01-2025,2025,1,135.33,0.071,NA,NA
Machhu I,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.44546947,70.95697488,12-01-2025,2025,1,135.33,0.071,NA,NA
Machhu I,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.44546947,70.95697488,30-01-2025,2025,1,135.33,0.071,0.03832,133.01
Machhu II,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.74131643,70.88602111,01-01-2025,2025,1,57.3,0.091,0.07658,56.88
Machhu II,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.74131643,70.88602111,04-01-2025,2025,1,57.3,0.091,NA,NA
Machhu II,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.74131643,70.88602111,07-01-2025,2025,1,57.3,0.091,NA,NA
Machhu II,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.74131643,70.88602111,10-01-2025,2025,1,57.3,0.091,NA,NA
Machhu II,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.74131643,70.88602111,11-01-2025,2025,1,57.3,0.091,NA,NA
Machhu II,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.74131643,70.88602111,12-01-2025,2025,1,57.3,0.091,NA,NA
Machhu II,West flowing rivers of Kutch and Saurashtra including Luni Basin,CWC,22.74131643,70.88602111,13-01-2025,2025,1,57.3,0.091,NA,NA
Machkund\Jalaput Reservoir,Godavari Basin,CWC,18.40098918,82.59091709,01-01-2025,2025,1,838.16,0.893,NA,NA
Machkund\Jalaput Reservoir,Godavari Basin,CWC,18.40098918,82.59091709,07-01-2025,2025,1,838.16,0.893,NA,NA
Machkund\Jalaput Reservoir,Godavari Basin,CWC,18.40098918,82.59091709,08-01-2025,2025,1,838.16,0.893,NA,NA
Machkund\Jalaput Reservoir,Godavari Basin,CWC,18.40098918,82.59091709,09-01-2025,2025,1,838.16,0.893,0.737,836.417
Machkund\Jalaput Reservoir,Godavari Basin,CWC,18.40098918,82.59091709,14-01-2025,2025,1,838.16,0.893,NA,NA
Mahanadi\Ravishankar Sagar,Mahanadi Basin,CWC,20.56924425,81.52032265,01-01-2025,2025,1,348.7,0.767,NA,NA
Mahanadi\Ravishankar Sagar,Mahanadi Basin,CWC,20.56924425,81.52032265,04-01-2025,2025,1,348.7,0.767,NA,NA
Mahanadi\Ravishankar Sagar,Mahanadi Basin,CWC,20.56924425,81.52032265,06-01-2025,2025,1,348.7,0.767,NA,NA
Mahi Bajaj Sagar,Mahi Basin,CWC,23.56591534,74.56320292,14-01-2025,2025,1,280.75,1.711,NA,NA
Mahi Bajaj Sagar,Mahi Basin,CWC,23.56591534,74.56320292,31-01-2025,2025,1,280.75,1.711,1.14105,275.95
Maithon Reservoir,Ganga Basin,CWC,23.83173749,86.80262006,05-01-2025,2025,1,146.3,0.471,0.41,147.27
Maithon Reservoir,Ganga Basin,CWC,23.83173749,86.80262006,08-01-2025,2025,1,146.3,0.471,0.41,146.92
Maithon Reservoir,Ganga Basin,CWC,23.83173749,86.80262006,11-01-2025,2025,1,146.3,0.471,NA,NA
Maithon Reservoir,Ganga Basin,CWC,23.83173749,86.80262006,13-01-2025,2025,1,146.3,0.471,NA,NA
Malampuzha,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.8476441,76.68945355,04-01-2025,2025,1,115.06,0.224,0.16561,112.46
Malampuzha,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.8476441,76.68945355,07-01-2025,2025,1,115.06,0.224,0.15968,112.15
Malampuzha,West flowing rivers from Tadri to Kanyakumari Basin,CWC,10.8476441,76.68945355,13-01-2025,2025,1,115.06,0.224,NA,NA
Malaprabha Reservoir,Krishna Basin,CWC,15.79144906,75.01899439,04-01-2025,2025,1,633.83,0.972,0.71812,631.719
Malaprabha Reservoir,Krishna Basin,CWC,15.79144906,75.01899439,10-01-2025,2025,1,633.83,0.972,NA,NA
Malaprabha Reservoir,Krishna Basin,CWC,15.79144906,75.01899439,11-01-2025,2025,1,633.83,0.972,NA,NA
Mani Dam,West flowing rivers from Tadri to Kanyakumari Basin,CWC,13.6766317,75.0490642,08-01-2025,2025,1,594.36,0.884,NA,NA
Mani Dam,West flowing rivers from Tadri to Kanyakumari Basin,CWC,13.6766317,75.0490642,11-01-2025,2025,1,594.36,0.884,NA,NA
Mani Dam,West flowing rivers from Tadri to Kanyakumari Basin,CWC,13.6766317,75.0490642,13-01-2025,2025,1,594.36,0.884,NA,NA
Mani Dam,West flowing rivers from Tadri to Kanyakumari Basin,CWC,13.6766317,75.0490642,30-01-2025,2025,1,594.36,0.884,NA,NA
Manikdoh,Krishna Basin,CWC,19.24842931,73.77241196,01-01-2025,2025,1,711.25,0.288,0.14566,702.04
Manikdoh,Krishna Basin,CWC,19.24842931,73.77241196,04-01-2025,2025,1,711.25,0.288,0.13531,701.25
Manikdoh,Krishna Basin,CWC,19.24842931,73.77241196,07-01-2025,2025,1,711.25,0.288,0.12629,700.48
Manikdoh,Krishna Basin,CWC,19.24842931,73.77241196,08-01-2025,2025,1,711.25,0.288,0.12327,700.21
Manikdoh,Krishna Basin,CWC,19.24842931,73.77241196,09-01-2025,2025,1,711.25,0.288,0.12035,699.95
Manikdoh,Krishna Basin,CWC,19.24842931,73.77241196,13-01-2025,2025,1,711.25,0.288,0.11319,699.31
Manikdoh,Krishna Basin,CWC,19.24842931,73.77241196,31-01-2025,2025,1,711.25,0.288,0.1105,699.07
Matatila Reservoir,Ganga Basin,CWC,25.05884303,78.33251496,01-01-2025,2025,1,308.46,0.707,0.369,305.8
Matatila Reservoir,Ganga Basin,CWC,25.05884303,78.33251496,05-01-2025,2025,1,308.46,0.707,0.38,305.92
Matatila Reservoir,Ganga Basin,CWC,25.05884303,78.33251496,07-01-2025,2025,1,308.46,0.707,0.377,305.89
Matatila Reservoir,Ganga Basin,CWC,25.05884303,78.33251496,13-01-2025,2025,1,308.46,0.707,NA,NA
Mayurakshi\Masanjor Reservoir,Ganga Basin,CWC,24.15179111,87.29415256,02-01-2025,2025,1,121.31,0.48,0.361,118.628
Mayurakshi\Masanjor Reservoir,Ganga Basin,CWC,24.15179111,87.29415256,08-01-2025,2025,1,121.31,0.48,0.359,118.598
Mayurakshi\Masanjor Reservoir,Ganga Basin,CWC,24.15179111,87.29415256,29-01-2025,2025,1,121.31,0.48,0.353,118.476
Mettur Reservoir,Cauvery Basin,CWC,11.88628855,77.80504448,01-01-2025,2025,1,240.79,2.647,2.64571,240.798
Mettur Reservoir,Cauvery Basin,CWC,11.88628855,77.80504448,07-01-2025,2025,1,240.79,2.647,2.52303,239.948
Mettur Reservoir,Cauvery Basin,CWC,11.88628855,77.80504448,09-01-2025,2025,1,240.79,2.647,2.47474,239.609
Mettur Reservoir,Cauvery Basin,CWC,11.88628855,77.80504448,31-01-2025,2025,1,240.79,2.647,2.24478,237.933
Minimata Bangoi\Hasdeo Reservoir,Mahanadi Basin,CWC,22.71839958,82.62489835,01-01-2025,2025,1,359.66,3.046,NA,NA
Minimata Bangoi\Hasdeo Reservoir,Mahanadi Basin,CWC,22.71839958,82.62489835,02-01-2025,2025,1,359.66,3.046,2.11132,354.86
Minimata Bangoi\Hasdeo Reservoir,Mahanadi Basin,CWC,22.71839958,82.62489835,04-01-2025,2025,1,359.66,3.046,2.10985,354.85
Minimata Bangoi\Hasdeo Reservoir,Mahanadi Basin,CWC,22.71839958,82.62489835,06-01-2025,2025,1,359.66,3.046,2.10837,354.84
